"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Barbados","BRB","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","24.6913580247","","",
"Brunei Darussalam","BRN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","167.9347826087","153.3695652174","150.2173913043","150.9782608696","154.7826086957","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","164.6739130435","","",
"Bhutan","BTN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","5.0295857988","","",
"Botswana","BWA","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8584070796","33.5950189496","35.0675337669","36.3319386332","37.4413757165","38.4135908091","39.2725598527","40.0369806395","40.7216494845","41.1994954179","41.667584738","42.1262132393","42.5756648793","43.0162123642","43.4737816531","43.9365727671","44.4046756071","44.8781821496","45.357186507","45.8417849899","43.0777148739","45.7352171638","48.4832357637","47.124600639","47.8390461997","52.1243523316","49.3137254902","49.8044457646","","",
"Central African Republic","CAF","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.3195876289","78.5284280936","79.4100636206","80.0815078961","80.6099226218","81.0366104484","81.3883677298","81.6833390824","81.9342483243","82.1502821503","82.338239378","82.5032594524","82.6492995822","82.7794561934","82.8046249629","82.82887078","82.8522434981","82.8747894441","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","82.8965517241","","",
"Canada","CAN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3143946954","11.5051642728","11.7009316869","11.9018959466","12.1082667689","12.3202653085","12.6888867636","13.0644655227","13.3324658637","13.6063538524","13.6962617808","13.7856796584","13.8746114811","13.963061201","14.051032728","14.1385299294","14.2255566312","14.2255566312","14.2255566312","13.1171998473","13.0212487522","13.2654892555","13.5237414985","13.8913390039","14.2804323094","13.8756248862","13.4830220947","13.4567628718","13.4304877039","","",
"Central Europe and the Baltics","CEB","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2191938091609","19.4660021066988","19.3430081757848","19.3163423216172","20.0654078912675","21.2342397937062","","",
"Switzerland","CHE","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","43.4565050038","43.2858683522","43.115942029","42.944595049","42.7739583974","42.6033217458","42.7241962775","42.8440156214","42.9627935346","43.080543536","43.1972789116","43.3471541651","43.4962406015","43.6445444319","43.7920718025","43.9388287952","44.0848214286","44.2300556586","43.6614438863","43.0811179277","42.4887120227","41.8838450236","41.266119578","41.4510480372","41.6371693018","41.8244949495","42.1383896762","42.4543288324","42.4592299501","42.4643393393","42.4696705639","42.4175862188","45.0089914802","47.720746157","50.5614334155","53.5404724848","56.6682229961","59.9561053472","53.3201535062","52.8817936378","53.7504320774","53.7237721928","53.697081555","54.5876230343","54.5876230343","","",
"Channel Islands","CHI","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3967471661","5.0932486631","4.8189858115","4.569928372","4.3427543381","4.1347009117","3.9434515871","3.7670495334","3.6038303964","3.5983694963","3.5932883235","3.5885486019","3.5841170324","3.5799645095","3.5760654812","3.6136757685","3.6520500419","3.6911050135","3.730858957","3.7713308063","3.8125401853","3.8545074396","3.8972536702","3.9408007688","1.2910974328","3.9851714551","3.9851714551","3.9851714551","","",
"China","CHN","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","1.5255837854","2.7062030263","3.8438359526","4.9407882845","5.9992037382","6.171787303","6.3426063426","6.5107769383","6.6763602099","6.8394154112","7","6.2383228116","5.5016056022","4.7886412516","5.6306148137","6.4615673594","7.2817138714","8.0912637766","8.8904211252","9.6793847618","10.4583484904","10.8061874167","11.1529340093","11.4985934055","11.8431707105","12.1866709978","12.1711680112","12.4277962542","12.5906735751","12.7601501194","12.9786513046","13.1754503002","12.0835405271","12.3410276238","12.800400534","13.2753720114","13.2753720114","13.2753720114","13.2753720114","13.2753720114","","",
"Cote d'Ivoire","CIV","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.0028208745","22.0028208745","22.0028208745","22.0028208745","19.5960522696","17.3255158499","15.1799630863","13.1493506494","17.825811225","22.2887833092","26.5525598304","30.6301856974","34.5335911068","38.2737081204","38.8717220645","39.4468108344","40.0002679098","40.5332912591","41.0469919959","39.8890495441","38.6906299871","37.4039523463","36.0152637849","34.5374831213","32.9617525866","31.2649122182","29.4683362225","27.5387263339","27.5387263339","27.5387263339","27.5387263339","27.5387263339","27.5387263339","","",
"Cameroon","CMR","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4545454545","45.564516129","45.6740442656","45.7831325301","45.8917835671","46","38.4744052676","32.9163589365","28.6434519922","25.256147541","22.5049734748","20.2261154219","18.3075591782","16.670115894","17.9895034316","19.2454688731","20.4424778761","21.5845864662","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","22.6754869533","","",
"Congo, Dem. Rep.","COD","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.5685780298","64.2917420133","64.9547467745","65.5647994084","66.128","66.6495463106","66.9569536424","67.2447507613","67.5147561354","67.7685701371","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","68.0076067876","","",
"Congo, Rep.","COG","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","62","62.5742574257","63.137254902","63.6893203883","64.2307692308","64.7619047619","65.2830188679","65.7943925234","66.2962962963","66.7889908257","67.2727272727","67.7477477477","68.2142857143","68.6725663717","69.1228070175","69.5652173913","69.5155144257","69.4856146469","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","69.465648855","","",
"Colombia","COL","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8486961012","30.9187894952","30.0957006142","29.362024017","28.7039409624","28.1103407942","27.5721885381","27.0820618099","26.6338064078","23.4320070797","21.0829623923","19.2860293995","17.8670277304","16.7180726611","15.7687742355","14.9712505205","12.4642857143","12.5833339225","12.6697695442","12.7495704513","","",
"Comoros","COM","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","48","","",
"Cabo Verde","CPV","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8817204301","6.5306122449","6.213592233","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","5.9259259259","","",
"Costa Rica","CRI","Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)","ER.H2O.FWDM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7651423517","24.1508269324","23.0273394785","20.3861702948","19.038477703","8.606557377","9.1286307054","9.8765432099","","",
